drug_row_idx,drug_col_idx,cell_line_idx,synergy_loewe,fold,drug_row_fold,drug_col_fold
0,1,4,-5.089853,0,2,0
0,2,4,2.924821,1,2,1
0,3,4,9.660318,2,2,2
0,4,4,-8.356111,3,2,3
0,7,4,3.842383,4,2,4
0,9,4,0.312107,0,2,0
0,11,4,10.543456,1,2,1
0,35,4,2.620901,2,2,2
0,116,4,5.159885,3,2,3
0,14,4,7.238193,4,2,4
0,15,4,-2.225502,1,2,0
0,17,4,-6.781376,2,2,1
0,18,4,-0.314144,3,2,2
0,19,4,20.517287,4,2,3
0,20,4,5.360254,1,2,4
0,25,4,-3.034894,2,2,0
0,28,4,-9.022149,3,2,1
0,29,4,-3.195937,4,2,2
0,30,4,-39.717161,1,2,3
0,34,4,0.248694,2,2,4
1,3,4,24.834569,0,0,2
1,9,4,10.967649,0,0,0
1,35,4,11.404828,0,0,2
1,19,4,30.331805,0,0,3
1,20,4,-2.959692,0,0,4
1,117,4,0.245039,0,0,3
1,27,4,30.14978,0,0,4
1,28,4,9.930043,0,0,1
1,31,4,-16.204517,0,0,0
2,1,4,-9.002299,0,1,0
2,3,4,6.248163,3,1,2
2,4,4,-10.789147,4,1,3
2,7,4,15.89847,1,1,4
2,9,4,-8.228113,0,1,0
2,11,4,2.403663,2,1,1
2,35,4,5.492025,3,1,2
2,14,4,22.885716,4,1,4
2,15,4,1.884073,1,1,0
2,17,4,8.683985,2,1,1
2,18,4,-0.166175,3,1,2
2,19,4,31.415527,4,1,3
2,20,4,42.035564,1,1,4
2,117,4,-6.543006,2,1,3
2,25,4,1.548969,3,1,0
2,27,4,3.309058,4,1,4
2,28,4,-2.638177,1,1,1
2,31,4,-5.552569,0,1,0
3,9,4,13.567885,0,2,0
3,20,4,16.437238,2,2,4
3,117,4,2.193015,3,2,3
3,27,4,18.104912,4,2,4
3,28,4,-3.291998,1,2,1
4,1,4,6.681245,0,3,0
4,3,4,2.675415,2,3,2
4,7,4,20.737392,3,3,4
4,9,4,-17.772422,0,3,0
4,35,4,-15.586759,4,3,2
4,19,4,19.191305,1,3,3
4,20,4,-4.147582,2,3,4
4,117,4,-10.913232,3,3,3
4,27,4,-1.816099,4,3,4
4,28,4,-11.938077,1,3,1
4,31,4,-23.443299,0,3,0
5,1,4,16.03747,0,1,0
5,2,4,4.580169,2,1,1
5,3,4,8.76738,3,1,2
5,4,4,-15.847761,4,1,3
5,7,4,26.300498,1,1,4
5,9,4,-15.918332,0,1,0
5,11,4,-9.571819,2,1,1
5,35,4,-14.699712,3,1,2
5,116,4,-13.544688,4,1,3
5,14,4,3.466016,1,1,4
5,15,4,-37.695889,2,1,0
5,17,4,1.815526,3,1,1
5,18,4,-11.564816,4,1,2
5,19,4,41.001095,1,1,3
5,20,4,33.146244,2,1,4
5,25,4,9.597897,3,1,0
5,28,4,-32.085186,4,1,1
5,29,4,-4.372567,1,1,2
5,30,4,-30.629351,2,1,3
5,34,4,-4.784087,3,1,4
6,1,4,8.639489,0,2,0
6,2,4,-1.634016,4,2,1
6,3,4,24.027573,1,2,2
6,4,4,8.956389,2,2,3
6,7,4,18.105366,3,2,4
6,9,4,12.300453,0,2,0
6,11,4,2.282048,4,2,1
6,35,4,1.738538,1,2,2
6,116,4,7.603898,2,2,3
6,14,4,-4.696791,3,2,4
6,15,4,3.535749,4,2,0
6,17,4,-0.371498,1,2,1
6,18,4,17.457681,2,2,2
6,19,4,56.144836,3,2,3
6,20,4,9.093806,4,2,4
6,25,4,-2.568152,1,2,0
6,28,4,5.667228,2,2,1
6,29,4,9.508866,3,2,2
6,30,4,-5.333432,4,2,3
6,34,4,21.498087,1,2,4
7,1,4,38.978483,0,4,0
7,3,4,59.4081,2,4,2
7,9,4,47.245563,0,4,0
7,35,4,44.964088,3,4,2
7,19,4,51.977218,4,4,3
7,20,4,55.500046,1,4,4
7,117,4,2.372455,2,4,3
7,27,4,20.112909,3,4,4
7,28,4,23.451736,4,4,1
7,31,4,-0.799896,0,4,0
8,1,4,-14.528089,0,3,0
8,2,4,-17.131674,1,3,1
8,3,4,4.521007,2,3,2
8,4,4,-20.883411,3,3,3
8,7,4,-5.289292,4,3,4
8,9,4,-7.047881,0,3,0
8,11,4,-27.893247,1,3,1
8,35,4,-10.474906,2,3,2
8,116,4,-15.008844,3,3,3
8,14,4,-43.358868,4,3,4
8,15,4,-54.792971,1,3,0
8,17,4,-15.862017,2,3,1
8,18,4,-11.38228,3,3,2
8,19,4,24.950965,4,3,3
8,20,4,-5.789984,1,3,4
8,25,4,-19.049931,2,3,0
8,28,4,0.378011,3,3,1
8,29,4,1.04889,4,3,2
8,30,4,-27.179883,1,3,3
8,34,4,-7.058422,2,3,4
9,20,4,-0.959976,0,0,4
10,1,4,14.442425,0,4,0
10,2,4,7.643342,3,4,1
10,3,4,6.284354,4,4,2
10,4,4,-20.728804,1,4,3
10,7,4,24.078457,2,4,4
10,9,4,2.114724,0,4,0
10,11,4,-19.256225,3,4,1
10,35,4,-11.369836,4,4,2
10,116,4,-20.82073,1,4,3
10,14,4,5.554164,2,4,4
10,15,4,-4.988732,3,4,0
10,17,4,-5.817022,4,4,1
10,18,4,-12.488807,1,4,2
10,19,4,18.678524,2,4,3
10,20,4,10.249636,3,4,4
10,25,4,9.919099,4,4,0
10,28,4,-23.574204,1,4,1
10,29,4,-15.782953,2,4,2
10,30,4,13.474168,3,4,3
10,34,4,8.788419,4,4,4
11,1,4,3.366033,0,1,0
11,3,4,36.289884,1,1,2
11,4,4,-1.662793,2,1,3
11,7,4,52.374279,3,1,4
11,9,4,1.353411,0,1,0
11,35,4,0.290804,4,1,2
11,19,4,65.958987,1,1,3
11,20,4,12.216406,2,1,4
11,117,4,-28.171979,3,1,3
11,25,4,9.489377,4,1,0
11,27,4,28.885002,1,1,4
11,28,4,-7.758444,2,1,1
11,31,4,21.937063,0,1,0
12,1,4,14.671795,0,0,0
12,2,4,9.771696,0,0,1
12,3,4,-11.257301,0,0,2
12,4,4,-11.48208,0,0,3
12,7,4,17.06469,0,0,4
12,9,4,-12.620132,0,0,0
12,11,4,0.470506,0,0,1
12,35,4,-2.717548,0,0,2
12,14,4,-1.478747,0,0,4
12,15,4,-3.239942,0,0,0
12,17,4,22.752253,0,0,1
12,18,4,13.364564,0,0,2
12,19,4,44.706887,0,0,3
12,20,4,32.104992,0,0,4
12,25,4,20.849203,0,0,0
12,28,4,-16.268416,0,0,1
12,29,4,-4.959967,0,0,2
12,30,4,-1.617519,0,0,3
12,34,4,11.305459,0,0,4
35,3,4,-0.044183,3,2,2
35,9,4,4.871121,0,2,0
35,20,4,-3.435336,4,2,4
35,117,4,-19.211079,1,2,3
35,27,4,11.28013,2,2,4
35,28,4,-4.707885,3,2,1
35,31,4,-16.566253,0,2,0
13,1,4,8.888183,0,1,0
13,2,4,5.623705,4,1,1
13,3,4,4.944742,1,1,2
13,4,4,-9.793079,2,1,3
13,7,4,21.668298,3,1,4
13,9,4,-6.415036,0,1,0
13,11,4,5.723256,4,1,1
13,35,4,-8.605658,1,1,2
13,14,4,-0.471187,2,1,4
13,15,4,-5.448376,3,1,0
13,17,4,13.472096,4,1,1
13,18,4,-1.47716,1,1,2
13,19,4,18.420537,2,1,3
13,20,4,32.443463,3,1,4
13,25,4,21.283176,4,1,0
13,28,4,-10.150395,1,1,1
13,29,4,3.919428,2,1,2
13,30,4,9.131774,3,1,3
116,1,4,4.143768,0,3,0
116,2,4,5.480946,4,3,1
116,3,4,28.505807,1,3,2
116,4,4,-4.390515,2,3,3
116,7,4,46.225073,3,3,4
116,9,4,2.315031,0,3,0
116,11,4,21.370267,4,3,1
116,12,4,-4.461219,0,3,0
116,35,4,13.182165,1,3,2
116,13,4,-10.04381,2,3,1
116,14,4,9.978296,3,3,4
116,15,4,7.057927,4,3,0
116,17,4,12.491225,1,3,1
116,18,4,-8.015259,2,3,2
116,19,4,45.263339,3,3,3
116,20,4,7.969866,4,3,4
116,117,4,-9.476912,1,3,3
116,25,4,13.496511,2,3,0
116,27,4,6.750014,3,3,4
116,28,4,-1.108927,4,3,1
116,29,4,3.150903,1,3,2
116,30,4,-20.43473,2,3,3
116,31,4,9.487419,0,3,0
116,33,4,-18.487491,3,3,2
116,34,4,11.032679,4,3,4
14,1,4,14.137312,0,4,0
14,3,4,44.114049,1,4,2
14,4,4,-5.287745,2,4,3
14,7,4,66.625466,3,4,4
14,9,4,16.798211,0,4,0
14,11,4,22.380385,4,4,1
14,35,4,-14.111401,1,4,2
14,15,4,29.054912,2,4,0
14,17,4,19.699718,3,4,1
14,18,4,9.320468,4,4,2
14,19,4,52.340474,1,4,3
14,20,4,25.355926,2,4,4
14,117,4,-6.261719,3,4,3
14,25,4,25.512054,4,4,0
14,27,4,22.560513,1,4,4
14,28,4,3.840265,2,4,1
14,31,4,6.873562,0,4,0
22,1,4,5.065807,0,3,0
22,2,4,-9.763161,3,3,1
22,3,4,25.58003,4,3,2
22,4,4,-6.762729,1,3,3
22,7,4,29.386501,2,3,4
22,9,4,6.096081,0,3,0
22,11,4,3.273065,3,3,1
22,35,4,-6.718757,4,3,2
22,116,4,10.667335,1,3,3
22,14,4,3.273731,2,3,4
22,15,4,-6.072998,3,3,0
22,17,4,4.540968,4,3,1
22,18,4,-2.737297,1,3,2
22,19,4,46.256365,2,3,3
22,20,4,9.53088,3,3,4
22,25,4,-15.34728,4,3,0
22,28,4,7.08983,1,3,1
22,29,4,13.59884,2,3,2
22,30,4,-30.51532,3,3,3
22,34,4,6.520263,4,3,4
23,1,4,12.990671,0,4,0
23,2,4,-7.479607,1,4,1
23,3,4,9.464035,2,4,2
23,4,4,-2.606168,3,4,3
23,7,4,10.590228,4,4,4
23,9,4,-2.835743,0,4,0
23,11,4,1.47454,1,4,1
23,35,4,-0.7153,2,4,2
23,116,4,-5.735812,3,4,3
23,14,4,-5.49464,4,4,4
23,15,4,-9.260611,1,4,0
23,17,4,7.894259,2,4,1
23,18,4,-8.815879,3,4,2
23,19,4,14.81466,4,4,3
23,20,4,7.854112,1,4,4
23,25,4,19.243776,2,4,0
23,28,4,-9.62889,3,4,1
23,29,4,2.763982,4,4,2
23,30,4,-9.552468,1,4,3
23,34,4,-2.936337,2,4,4
24,1,4,12.706871,0,0,0
24,2,4,6.426164,3,0,1
24,3,4,9.65625,4,0,2
24,4,4,-20.753788,1,0,3
24,7,4,14.314479,2,0,4
24,9,4,4.158227,0,0,0
24,11,4,-75.439204,3,0,1
24,35,4,-26.952214,4,0,2
24,116,4,-45.994366,1,0,3
24,14,4,7.360881,2,0,4
24,15,4,-3.472998,3,0,0
24,17,4,8.684703,4,0,1
24,18,4,-22.434648,1,0,2
24,19,4,16.832952,2,0,3
24,20,4,9.777049,3,0,4
24,25,4,13.084214,4,0,0
24,28,4,-67.219598,1,0,1
24,29,4,1.30613,2,0,2
24,30,4,8.156563,3,0,3
24,34,4,3.286037,4,0,4
15,1,4,-6.531026,0,0,0
15,3,4,20.285236,1,0,2
15,4,4,-25.80878,2,0,3
15,7,4,11.220506,3,0,4
15,9,4,-9.48777,0,0,0
15,11,4,10.65187,4,0,1
15,35,4,-39.283093,1,0,2
15,19,4,28.404886,2,0,3
15,20,4,5.218176,3,0,4
15,117,4,-32.981761,4,0,3
15,25,4,-5.184323,1,0,0
15,27,4,-0.287442,2,0,4
15,28,4,-9.054622,3,0,1
15,31,4,-4.25075,0,0,0
16,0,4,-7.71889,4,0,2
16,1,4,-3.4948,0,0,0
16,2,4,6.360905,1,0,1
16,3,4,27.900019,2,0,2
16,4,4,-8.640411,3,0,3
16,5,4,8.524182,4,0,1
16,6,4,3.382332,1,0,2
16,7,4,50.195692,2,0,4
16,8,4,-22.674807,3,0,3
16,9,4,13.588819,0,0,0
16,10,4,22.682158,4,0,4
16,11,4,5.907554,1,0,1
16,12,4,7.902333,0,0,0
16,35,4,10.351381,2,0,2
16,13,4,8.568909,3,0,1
16,116,4,12.775358,4,0,3
16,14,4,19.212762,1,0,4
16,22,4,-18.217123,2,0,3
16,23,4,3.812001,3,0,4
16,24,4,2.096572,4,0,0
16,15,4,6.789193,1,0,0
16,17,4,13.744021,2,0,1
16,18,4,5.916454,3,0,2
16,19,4,31.27795,4,0,3
16,20,4,12.626912,1,0,4
16,21,4,8.931768,2,0,1
16,117,4,2.281339,3,0,3
16,26,4,16.427514,4,0,1
16,25,4,-1.431525,1,0,0
16,27,4,-8.409556,2,0,4
16,28,4,2.608624,3,0,1
16,29,4,-4.757423,4,0,2
16,30,4,-29.401365,1,0,3
16,31,4,5.466871,0,0,0
16,32,4,6.968446,2,0,2
16,33,4,-13.270389,3,0,2
16,34,4,34.243753,4,0,4
17,1,4,-10.423059,0,1,0
17,3,4,9.308679,1,1,2
17,4,4,2.910124,2,1,3
17,7,4,33.78314,3,1,4
17,9,4,-13.266428,0,1,0
17,11,4,9.450577,4,1,1
17,35,4,3.247047,1,1,2
17,15,4,10.124742,2,1,0
17,19,4,57.064784,3,1,3
17,20,4,-4.385681,4,1,4
17,117,4,-0.953767,1,1,3
17,25,4,3.545277,2,1,0
17,27,4,23.980995,3,1,4
17,28,4,3.613832,4,1,1
17,31,4,32.715772,0,1,0
18,1,4,24.504294,0,2,0
18,3,4,19.16194,1,2,2
18,4,4,-15.128354,2,2,3
18,7,4,33.395024,3,2,4
18,9,4,-0.412779,0,2,0
18,11,4,-2.392588,4,2,1
18,35,4,4.191314,1,2,2
18,15,4,-4.826767,2,2,0
18,17,4,12.515431,3,2,1
18,19,4,25.983493,4,2,3
18,20,4,16.780262,1,2,4
18,117,4,-13.546509,2,2,3
18,25,4,6.448919,3,2,0
18,27,4,-34.451978,4,2,4
18,28,4,-7.079908,1,2,1
18,31,4,5.837898,0,2,0
19,3,4,88.178969,2,3,2
19,9,4,21.946676,0,3,0
19,35,4,37.523606,3,3,2
19,20,4,30.061925,4,3,4
19,117,4,1.540565,1,3,3
19,27,4,37.907754,2,3,4
19,28,4,14.532003,3,3,1
19,31,4,16.153331,0,3,0
21,0,4,-8.735216,4,1,2
21,1,4,14.392322,0,1,0
21,2,4,-11.405336,1,1,1
21,3,4,8.52227,2,1,2
21,4,4,-5.772176,3,1,3
21,5,4,-15.273844,4,1,1
21,6,4,5.023871,1,1,2
21,7,4,36.852132,2,1,4
21,8,4,2.036343,3,1,3
21,9,4,-12.600996,0,1,0
21,10,4,-14.945233,4,1,4
21,11,4,3.290805,1,1,1
21,12,4,-2.28943,0,1,0
21,35,4,9.365622,2,1,2
21,13,4,9.010903,3,1,1
21,116,4,-1.206078,4,1,3
21,14,4,3.232924,1,1,4
21,22,4,8.212684,2,1,3
21,23,4,-2.184991,3,1,4
21,24,4,-5.982132,4,1,0
21,15,4,-3.142079,1,1,0
21,17,4,3.18916,2,1,1
21,18,4,-15.890777,3,1,2
21,19,4,20.6418,4,1,3
21,20,4,6.843934,1,1,4
21,117,4,-37.009593,2,1,3
21,26,4,0.158588,3,1,1
21,25,4,12.01006,4,1,0
21,27,4,11.607957,1,1,4
21,28,4,4.275509,2,1,1
21,29,4,8.09118,3,1,2
21,30,4,-26.009543,4,1,3
21,31,4,18.602822,0,1,0
